B cells-B cells	B cells-Monocytes/Macrophage	B cells-CD8 T cells	B cells-CD4 T cells	B cells-Dendritic cells	B cells-T cells	B cells-NK cells	Monocytes/Macrophage-B cells	Monocytes/Macrophage-Monocytes/Macrophage	Monocytes/Macrophage-CD8 T cells	Monocytes/Macrophage-CD4 T cells	Monocytes/Macrophage-Dendritic cells	Monocytes/Macrophage-T cells	Monocytes/Macrophage-NK cells	CD8 T cells-B cells	CD8 T cells-Monocytes/Macrophage	CD8 T cells-CD8 T cells	CD8 T cells-CD4 T cells	CD8 T cells-Dendritic cells	CD8 T cells-T cells	CD8 T cells-NK cells	CD4 T cells-B cells	CD4 T cells-Monocytes/Macrophage	CD4 T cells-CD8 T cells	CD4 T cells-CD4 T cells	CD4 T cells-Dendritic cells	CD4 T cells-T cells	CD4 T cells-NK cells	Dendritic cells-B cells	Dendritic cells-Monocytes/Macrophage	Dendritic cells-CD8 T cells	Dendritic cells-CD4 T cells	Dendritic cells-Dendritic cells	Dendritic cells-T cells	Dendritic cells-NK cells	T cells-B cells	T cells-Monocytes/Macrophage	T cells-CD8 T cells	T cells-CD4 T cells	T cells-Dendritic cells	T cells-T cells	T cells-NK cells	NK cells-B cells	NK cells-Monocytes/Macrophage	NK cells-CD8 T cells	NK cells-CD4 T cells	NK cells-Dendritic cells	NK cells-T cells	NK cells-NK cells
PDGFC-FGFR3	3.95613535589318e-06	2.13038665608743e-05	0	0	1.46448484885762e-05	0	0	0.000251578369105431	0.00146741067833448	0	0	0.000948640046608	0	0	1.33478538229307e-05	7.25872277186949e-05	0	0	4.84868518126942e-05	0	0	0	0	0	0	0	0	0	0.000224815612941064	0.00117814206762089	0	0	0.00079083982504649	0	0	0	0	0	0	0	0	0	3.80246243119079e-05	0.000208869183114469	0	0	0.000140282810184665	0	0
EFNA3-PDGFRA	0.000210440818130835	0.00113360051353677	0	0	0.000779097071310146	0	0	7.66302225391899e-05	0.000447117044556941	0	0	0.000288985527195736	0	0	0.000159583539663083	0.000868119723274998	0	0	0.000579760320312889	0	0	0.000304913604547132	0.00154559804938672	0	0	0.00105354708719973	0	0	6.66026598604131e-05	0.000349144761099946	0	0	0.000234315752274407	0	0	0.000106202673980457	0.000562505942055665	0	0	0.000380897310752091	0	0	0.000114796037447053	0.000630781714269773	0	0	0.000423559348985154	0	0
IL3-IL5RA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00701732232647723	0.00434704156934155	0.00412364346172149	0.00408005558374567	0	0.0039501082985318	0.00151550726931471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLL1-NOTCH2	7.67016272369889e-05	0.000620847401750276	0.000110027351159691	0.000183845795618384	0.00054569452883332	0.000111080594160791	0.000118919349459522	3.31412174613793e-05	0.000290562681895912	3.67693673539518e-05	8.14532394529568e-05	0.000240175053697846	4.19505243774582e-05	3.51951201289767e-05	3.38800929985349e-05	0.000276940429318226	4.33136042144389e-05	8.11518864547038e-05	0.000236531191691441	4.52299613798271e-05	4.53999898212976e-05	3.5042617559564e-05	0.000266911038922936	4.988769801512e-05	8.34263502487544e-05	0.000232678962836781	4.86369200214296e-05	5.57623480962364e-05	0.000133647813029169	0.00105275194037113	0.000162028160655348	0.000330105818206928	0.000903556262349308	0.000179186516397511	0.000159459730494106	3.3086281349404e-05	0.000263323645659662	4.47174328996261e-05	8.15089866205536e-05	0.000228036226037248	4.65165277618934e-05	4.67652072189428e-05	0.000111963211523303	0.000924437986151071	0.000147656356374454	0.000275737529236326	0.000793864083248979	0.000156071400795421	0.000152525774172138
TSLP-GHR	0.000490425909870256	0	0	0	0.000307855841526703	0	0	0.0014334289469312	0	0	0	0.000916567763849457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105943122379762	0	0	0	0.00063196799180815	0	0	0	0	0	0	0	0	0	0.00137539906754032	0	0	0	0.000860455673254001	0	0
CXCL13-CX3CR1	0.000464931543375516	0.000441324772115032	0.000365633972991917	0.000300803573983385	0.000448234715807788	0.00037659879590681	0.000408537680099644	0.000108602290896402	0.000111660448229316	6.60568918522358e-05	7.20483010923593e-05	0.000106652215208196	7.68890014226308e-05	6.53654325322464e-05	0.00246641672865502	0.00236427085229594	0.00172865225437536	0.00159464985881112	0.00233335994953065	0.00184163847370464	0.00187315095655915	0.000309545388290725	0.000276492489141394	0.000241592091335933	0.000198918831244015	0.000278519992123372	0.000240298003724681	0.000279166956374424	0.000103998980363421	9.606878072783e-05	6.91224584803877e-05	6.93370338442929e-05	9.52782739483884e-05	7.79881915919514e-05	7.03255941416541e-05	0.00161698578664293	0.00150916632717107	0.00119810962619362	0.00107524787514804	0.00151019679649189	0.0012715160073982	0.00129531759974823	4.49996567181407e-05	4.35713122368836e-05	3.2534748245875e-05	2.99140068398553e-05	4.32365928351083e-05	3.50843536991155e-05	3.4743394764528e-05
CCL22-CX3CR1	0.00030151821984184	0.000286208715145736	0.00023712158536247	0.000195077661306965	0.000290689963947055	0.00024423251154781	0.000264945572734497	0.000157840790384941	0.000162285466151579	9.60060044246715e-05	0.000104713820458523	0.000155006582327299	0.00011174921501457	9.50010487770022e-05	6.71046766806829e-05	6.43255575124964e-05	4.70320563737211e-05	4.33862055633926e-05	6.34845535929747e-05	5.01061126065456e-05	5.09634839294e-05	0.001080644123378	0.000965254191634672	0.000843414515714177	0.000694439245889122	0.000972332343225639	0.000838896767347908	0.00097459093967831	0.00129728716227115	0.00119836555606357	0.000862236126718479	0.000864912747815735	0.00118850474499529	0.000972827612419228	0.000877244085857859	0.000205331140617809	0.000191639806546089	0.000152140617538921	0.000136539154811864	0.000191770659546012	0.00016146204516424	0.000164484463880671	0	0	0	0	0	0	0
EDN3-NPY1R	0	0	0	0	0.000401721015322208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308894288248036	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153849332904935	0	0	0	0	0	0	0	0	0
CCL7-CX3CR1	0	0	0	0	0	0	0	0.00195209566008685	0.00200706517876062	0.00118735406812535	0.00129504796554604	0.00191704359759012	0.00138205819367759	0.00117492528115837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VEGFC-FGFR1	0.000374070521078282	0.00196611697995789	0.000143526728313517	0.000272149727623783	0.00134174245176392	0.000265050895699639	8.46575133744708e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291702259364896	0.00149203690716307	9.4591401228464e-05	0.000218693769351367	0.000994268752881296	0.000191348665595223	5.08034304274281e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL16-CCR2	7.36695110640723e-05	6.8668967492142e-05	5.61037813241433e-05	4.68261684155374e-05	6.70224068712525e-05	5.88750260672192e-05	3.27448104443867e-05	0.000900796747997103	0.000909474708338359	0.000530582319985075	0.000587108574246825	0.000834782734692837	0.000629224252581884	0.000274250576521481	3.35337966268098e-05	3.15658096368582e-05	2.27599195038538e-05	2.13004345115018e-05	2.99373781261721e-05	2.47043856205962e-05	1.28825143219993e-05	4.00962435828842e-05	3.51694943289859e-05	3.03046225303223e-05	2.53140773975566e-05	3.40448541901133e-05	3.0710219616671e-05	1.82917369798151e-05	0.00107128434212661	0.000971765308676052	0.000689511745130345	0.000701694044139715	0.000926158488734882	0.000792607058640953	0.000366438142224032	5.31009852740956e-05	4.86672626734392e-05	3.81012961953666e-05	3.46906011029948e-05	4.67999809565693e-05	4.11975717388038e-05	2.15171243688829e-05	0.000172510402012962	0.00016402504383615	0.00012078148170417	0.00011266461329012	0.00015641316508815	0.000132700627623633	6.73736264335658e-05
IL7-CSF2RB	0.000690631247968466	0.000509623538963633	0	0.000401954183559837	0.000556983979137948	0.000421342620619588	0.00017249468394559	0.000226932909519714	0.000181381012985895	0	0.000135431156828244	0.00018642681355979	0.000121010197023612	3.88233510160115e-05	0.000236004404467513	0.000175867196385333	0	0.000137263585284747	0.000186773557744566	0.000132726390113367	5.09463193594584e-05	0.00244275767658417	0.00169618550796289	0	0.00141210924491409	0.0018386218814113	0.00142825404982595	0.000626190457017833	0.000364630354077261	0.000261842403040165	0	0.000218688197875926	0.000279445821580494	0.000205945278782535	7.00847506040967e-05	0.0012216026507061	0.000886328739999728	0	0.00073074980101106	0.000954415118328787	0.000723510517191763	0.000278154707811875	0.000286225960754995	0.000215444009183663	0	0.000171163342362311	0.000230054792837413	0.000168078651222633	6.2814290179588e-05
IL6-IFNGR1	0.000481908177769284	0.00325797919156793	0.00043428910149159	0.000432061516428897	0.00290316728385643	0.000630693728899519	0.000900745003978849	0.00036992882282749	0.00270890183396566	0.000257842453033252	0.000340087161943312	0.00227007576165216	0.000423163018202954	0.000473611002175918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023959458611172	0.0015763219182673	0.000182483751498306	0.000221360683770924	0.00137161772056917	0.00029029601257226	0.000344632149262438	0	0	0	0	0	0	0	0.000233912420801732	0.00161309312025795	0.000193797708897122	0.000215479510762821	0.00140438710486568	0.000294660461635061	0.000384158806217267
WNT5B-LRP5	0.000926615364114538	0	0.00040002115583035	0.00158401571389253	0.000150667822229278	0.000324208653476858	0.000310752759377402	0.00064691075882215	0	0.000215997864038853	0.00113395322549411	0.000107146947804234	0.000197835761284673	0.000148602432029398	0.00011575708366425	0	4.45363570661854e-05	0.000197748167143108	1.84700212492721e-05	3.73353897262744e-05	3.35526084085197e-05	0	0	0	0	0	0	0	0.00143133386674987	0	0.000522224179310464	0.00252140804179098	0.000221161885162611	0.0004636346718236	0.00036940065927321	0	0	0	0	0	0	0	5.71951197476095e-05	0	2.26998588777921e-05	0.000100459351458078	9.26842142037629e-06	1.92618698424214e-05	1.68536672100248e-05
FGF23-IGF1R	0.000298308332513462	0.00160937719910452	0	0.000204050271062648	0.0011015431680272	0.000131221318910529	7.50518057483814e-05	5.23151363969695e-05	0.00030571088925575	0	3.66935669772516e-05	0.000196778621965203	2.01141504857337e-05	9.01548654752449e-06	0	0	0	0	0	0	0	0.000377844529830614	0.00191820626617557	0	0.000256709837284317	0.0013021614509133	0.000159289835181793	9.75675652816137e-05	0	0	0	0	0	0	0	0.000256494252717542	0.00136060389044126	0	0.000180325788697331	0.000917539225256251	0.000109532340225972	5.88302043826291e-05	0.000136539641968261	0.000751403761446634	0	9.5962589599582e-05	0.000502482199098604	5.78112205434575e-05	3.01838382461868e-05
TGFA-MET	0.000110658930981772	0	4.06551875802509e-05	0	0.00040953816274643	0	0	0.000200834735957022	0	5.70676445471449e-05	0	0.000757113784055968	0	0	2.69145526823633e-05	0	8.81252404632166e-06	0	9.77448484809474e-05	0	0	7.48524660353751e-05	0	2.72920687906851e-05	0	0.000258541091838238	0	0	0.000163870077260341	0	5.08817128442408e-05	0	0.000576309644581826	0	0	0.00015366704113383	0	5.31915999045406e-05	0	0.000550933905889936	0	0	0.000261208544356937	0	8.82262048545197e-05	0	0.000963432008168596	0	0
CXCL2-CXCR5	9.0986553616271e-05	8.36352003782951e-05	7.04563272568175e-05	5.82595150502667e-05	8.16291433952776e-05	7.27248152282265e-05	0	0.00132446215596389	0.00131868943563519	0.000793238816925805	0.000869600902440807	0.00121038071029653	0.000925295146181687	0	4.49089366104067e-05	4.16875272640417e-05	3.0992685337006e-05	2.87360667029141e-05	3.95366255713605e-05	3.3089194085969e-05	0	4.46150376949722e-05	3.85907178608692e-05	3.42866374545096e-05	2.83745181424378e-05	3.73563853417079e-05	3.41761065693025e-05	0	0.000613283058976456	0.00054860120666875	0.000401362061708237	0.000404662365529241	0.00052285024269515	0.00045381226885782	0	3.13937941796919e-05	2.83737869697192e-05	2.29044262649992e-05	2.0660549462142e-05	2.72849206547868e-05	2.43598680991193e-05	0	0.000217332138120808	0.000203778323336213	0.000154720356784869	0.000142983199379784	0.000194320116049633	0.000167202870385374	0
WNT6-FZD1	0.000982490115294739	0.0006027401080469	0.000471585387479203	0	0.000292036705831793	0	0.000351533797063542	0	0	0	0	0	0	0	0.000793792274141253	0.00049177930254832	0.000339564802752693	0	0.000231534079127204	0	0.000245475966027724	0.000806666019225132	0.000465677624773606	0.000384261397778318	0	0.000223778610253439	0	0.000296230127369425	0.000409083581179675	0.000244229350726933	0.000165949811894675	0	0.000115549912868685	0	0.000112639876811687	0.00363882016619223	0.0021949473397031	0.00164560488650794	0	0.00104780558437267	0	0.00118693365952438	0.000428953693505883	0.000268432106184612	0.000189288086841111	0	0.000127070707371639	0	0.000134855682377472
CCL5-CCR4	0.000565533914173226	0	0.000443034492774307	0.000375064955701857	0.000513631884432675	0.000462465492672143	0.00025981308917385	7.68207514203974e-05	0	4.6545645318528e-05	5.22416833565114e-05	7.10699955773847e-05	5.49078639410205e-05	2.41739138447902e-05	0.00163986936277254	0	0.00114491115813945	0.00108683092419251	0.0014615086083421	0.00123616925463887	0.000651140696100073	0.000797441383742409	0	0.000619981172862559	0.000525296109417611	0.000675939225386481	0.00062496451410826	0.000376008540764021	9.30602328559012e-05	0	6.16134583216434e-05	6.35995680783345e-05	8.03166855696228e-05	7.04522175180841e-05	3.29008963315994e-05	0.00123844647054765	0	0.000914089985865838	0.000844176938788354	0.00108963595594438	0.000983158714671391	0.000518688441226752	0.00133128530525158	0	0.000958806002753006	0.00090717355110551	0.00120500887136595	0.00104786704458278	0.000537394793806496
IL19-IL10RB	0	0	0	0	0	0	0	0.000345894449105587	0.000843564702116903	0.000257334387457781	0.000268052024476585	0.000652604493995102	0.000239959414259189	0.000145817204923374	0	0	0	0	0	0	0	0.000273654673279068	0.000579797442478308	0.000261237986472658	0.000205421156942702	0.000473053738426058	0.000208160182695235	0.000172861615163909	0.00132280180458235	0.00289842723726716	0.00107537505248312	0.00103020036043213	0.0023282797021387	0.00097199384261799	0.000626520276954982	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL10-IL11RA	0	0	0	0	0	0	0	0.00222093963566548	0.00150055515275042	0.00115394535238739	0.0013973556924673	0.00142713430781303	0.00121697323279177	0.000387342138103728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL11-CXCR6	4.02415066535215e-05	2.86133163358208e-05	0.000165410421191172	6.72997909947611e-05	2.82321983462184e-05	0.000115447376482499	3.29240184265601e-05	0.00100318836407647	0.000772622829677168	0.00318928066733366	0.00172033389920931	0.000716914503395135	0.00251551922503792	0.000562195203685121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000457683225704476	0.000316696207924278	0.00158995999093392	0.000788763265616884	0.000305129207857967	0.00121558318724254	0.000288167382299604	0	0	0	0	0	0	0	5.68173943801933e-05	4.12095073303547e-05	0.000214709207302593	9.76320040933943e-05	3.97262491423262e-05	0.000156893703135939	4.08450903133172e-05
IL23A-IL21R	0.000995979857902845	0.000582897842962023	0.000823030180369287	0.00069973164788841	0.000623447809404691	0.000637670329034269	0.000313652865134593	0.000112336250481468	7.12119541195543e-05	7.17970745071523e-05	8.09266687168337e-05	7.1628175319552e-05	6.28638386913038e-05	2.42317440950295e-05	0.000500049544785032	0.00029554009319808	0.000368266226379494	0.000351074187093267	0.000307157686740016	0.000295125473594708	0.000136105274048186	0.00219661284273221	0.00120972071511875	0.00180143903613196	0.00153282318367149	0.00128327172270104	0.00134782988646149	0.000709984371595981	9.52176347680623e-05	5.42304471887148e-05	6.64990069750155e-05	6.89351219628311e-05	5.66389585123675e-05	5.64381665378048e-05	2.30758291528647e-05	0.00188587233569841	0.00108521501208317	0.00146828486011852	0.0013617634128342	0.00114359619597022	0.00117215125852504	0.000541424558135507	0.000146251769987656	8.73102373292893e-05	0.000111108441628378	0.000105573154874034	9.12381484002195e-05	9.01282937865497e-05	4.04687488704672e-05
CXCL3-CXCR1	4.9086116049974e-05	4.58184049652269e-05	3.85701395775915e-05	3.17399920675158e-05	4.47188729386178e-05	0	2.51769433303318e-05	0.00139058842723582	0.00140595361934832	0.000845109085202114	0.000922014036873018	0.00129046195852043	0	0.000488549968593893	3.86006274103648e-05	3.63862364513225e-05	2.70315254339019e-05	2.49429266248779e-05	3.45084416381791e-05	0	1.71120448916598e-05	6.33090189531096e-05	5.5607911815148e-05	4.93695274097437e-05	4.06603683281957e-05	5.38286293812583e-05	0	3.33277874867565e-05	0.000685858137474583	0.000623016424657821	0.00045546960653278	0.000457008878698976	0.000593765277636613	0	0.000270719694010891	4.06247905698624e-05	3.72849909636077e-05	3.00757524319161e-05	2.69990006720078e-05	3.58537164260285e-05	0	1.89960115595026e-05	0.000141431986837536	0.000134663867893805	0.000102169414189695	9.39652328520082e-05	0.000128411998949564	0	6.3739979389224e-05
IL6-EGFR	0	0	0	0	0.00139089686092383	0	0.000556594238242463	0	0	0	0	0.00108758502084904	0	0.000292656804994663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000657137049089692	0	0.000212957349466569	0	0	0	0	0	0	0	0	0	0	0	0.000672836741630965	0	0.000237381919595587
IL7-IL20RB	0.000909397506522157	0.000565464873647629	0.000610129166596098	0	0	0	0.000228476737114631	0.000298816803717039	0.000201255600945597	0.000155058173000268	0	0	0	5.14232227979398e-05	0.000310761810419563	0.000195137615081574	0.000185814379848796	0	0	0	6.74806234545792e-05	0.0032165323342348	0.00188204282300944	0.00214169091547951	0	0	0	0.000829416589307079	0.000480131670519624	0.000290533442885699	0.00027224564841584	0	0	0	9.2830310901451e-05	0.00160856087496886	0.000983447055827562	0.00101680659421755	0	0	0	0.000368428050072411	0.000376891685364903	0.000239051005530324	0.000232469137419428	0	0	0	8.32002687626638e-05
IGF1-KIT	0.00028894575499411	0.00155038107371673	0	0	0.0010689241465876	0.000127261316529646	6.5921446252261e-05	0.000190054108566099	0.00110456299363096	0	0	0.000716180097671529	7.31631970518505e-05	2.96998131635041e-05	4.15853609035052e-05	0.00022533263309134	0	0	0.000150962767334278	1.68837368612863e-05	8.20000463491116e-06	0	0	0	0	0	0	0	8.96040179893369e-05	0.000467878973032177	0	0	0.000314996969591303	3.65356998909888e-05	1.57318253027575e-05	4.10464288978851e-05	0.000216550469119154	0	0	0.000147101402236372	1.75501642953422e-05	8.53714670739595e-06	5.5800052763396e-05	0.000305406935037751	0	0	0.000205726843859739	2.36553330849268e-05	1.1185746213816e-05
VEGFC-CSF1R	0.000134903520887772	0.00634239797539501	4.96134149869793e-05	9.24563747774772e-05	0.00356545409706342	6.00082312140862e-05	0.000120880783282063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105198511034253	0.00481308688937136	3.26977594939413e-05	7.42959887455797e-05	0.0026421013912784	4.33218493272221e-05	7.25412100910493e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL12A-LIFR	0.00281340447974492	0.00174915316447897	0	0	0.00176877839152091	0	0.000706720383472569	0.000118034658219614	7.94870352982837e-05	0	0	7.55901509053255e-05	0	2.03091167457981e-05	0.000931158917163277	0.000584629800715213	0	0	0.000574465378680953	0	0.000202163367968105	0.000430013520587934	0.000251575000923246	0	0	0.000252312588314892	0	0.000110864913127937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185429352015849	0.00117597013228507	0	0	0.00116183783376572	0	0.000409273727941617
CLDN19-CLDN1	0	0	0	0	0.000128673755568991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000185495036557552	0	0
CXCL3-CCR3	5.02813487091728e-05	4.69376126362237e-05	3.95103073056224e-05	3.25164506314902e-05	4.58083597837149e-05	0	0	0.00142444885127189	0.00144029689421864	0.000865709069990201	0.000944569357413483	0.00132190151044822	0	0	3.95405414687405e-05	3.72750442346997e-05	2.76904332867314e-05	2.5553107904926e-05	3.53491715300349e-05	0	0	6.48505751641888e-05	5.69662480889415e-05	5.05729359772809e-05	4.16550469385628e-05	5.51400574148088e-05	0	0	0.000702558583781076	0.000638234867162819	0.000466571921169201	0.000468188732081526	0.000608231193625785	0	0	4.16139924128596e-05	3.81957526527408e-05	3.08088649418113e-05	2.76594798947479e-05	3.67272212759298e-05	0	0	0.000144875814610576	0.000137953306582629	0.000104659848164396	9.62639136332948e-05	0.000131540503189825	0	0
CNTF-IL21R	0.00123433690168881	0.000722396453877906	0.00101999705593696	0.000867190824608461	0.0007726508034466	0.000790277044253062	0.000388715999308711	0.00159311192319885	0.00100990208143779	0.00101820004636001	0.00114767263714948	0.00101580477939648	0.000891512139028412	0.000343645797970292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRL-IL22RA2	0.000991257051621633	0.000616678955517451	0.00066507264448301	0	0.000626923711837132	0	0	0	0	0	0	0	0	0	0.00317306951652541	0.00199348926939058	0.00189734379770676	0	0.00196927694957667	0	0	0.00317927549182456	0.00186118998539443	0.00211695586077026	0	0.0018766017935562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL21-IL6R	0.000670998265507301	0.000768265628579879	0.000430512620475404	0.000443281326568666	0.00072412680747991	0.00043470049009379	0.000163306514791513	0	0	0	0	0	0	0	0.000409867508218906	0.000473909019963739	0.00023436439367496	0.000270586691270254	0.000434045765545615	0.000244771151245529	8.62161884196485e-05	0.00130291976886531	0.00140377462026534	0.000829627250861807	0.000854935387057339	0.0013122798490705	0.000808951184948391	0.000325459050848222	0	0	0	0	0	0	0	0.00347368708473002	0.00391059022694658	0.00209984872647669	0.00235861547550126	0.00363157306649912	0.00218466645673008	0.000770725564166713	0	0	0	0	0	0	0
GH1-LIFR	0.00226121894580763	0.00140584772048057	0	0	0.00142162111372086	0	0.000568012716266626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051275632797289	0.00299982831950982	0	0	0.00300862345232291	0	0.00132197438068438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL8-CCR9	4.73182511275211e-05	0	3.71820693084051e-05	3.06005309377235e-05	4.31210999181737e-05	3.83207584125332e-05	2.18172018111204e-05	0.00134039037371599	0	0.000814625106031533	0.000888837471431662	0.00124424774322071	0.000948794219399262	0.00042331895042104	0.000206537680597729	0	0.000144639801404796	0.000133476396690017	0.000184696746464562	0.0001541887590766	8.23062612443791e-05	0.00051330744766005	0	0.000400297872934425	0.000329712508277312	0.000436570382545464	0.000398399592983039	0.000242909498162392	0.000457591408859693	0	0.000303889223020087	0.000304944171418466	0.000396266472897164	0.000343078202823379	0.000162363890205104	0.000466455342380158	0	0.000345340702575511	0.000310040735863966	0.000411795959811138	0.000366725573756537	0.000196068304411494	0.000123032419475436	0	8.88802271979184e-05	8.175065660067e-05	0.000111739441049218	9.59045783482708e-05	4.98436539867171e-05
CCL1-CXCR4	0.00348368106108443	0.00287289671889008	0.00667157988158775	0.00370450381655218	0.00312513500917943	0.00546086199321407	0.0103910643799042	0.000734955993354518	0.000656498968884017	0.00108861235198361	0.000801389730575601	0.000671592980957716	0.00100697680840902	0.00150158191925169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF14-TNFRSF14	0.000408080418518789	0.000857811709495859	0.000840413674487596	0.000686036274489952	0.000762276571463885	0.000789725988331085	0.000969821809400199	6.62981636126292e-05	0.000150951975197568	0.000105601593709017	0.000114286149550839	0.000126148686040488	0.000112141792111149	0.000107922932078973	0.000706783803630958	0.0015003558647812	0.00129723182035411	0.0011873884335649	0.00129554412454783	0.00126085536192566	0.00145176390320643	0.000579752196087743	0.00114677528146534	0.00118492429020978	0.000968057841102852	0.00101070584406102	0.00107524884854957	0.0014141164031427	0.000136543866196075	0.000279320180313282	0.000237657823405552	0.000236546059219892	0.000242374727331805	0.000244631694251609	0.000249723612132298	0.000620364743085176	0.00128219752004529	0.00120372501988961	0.00107190634630584	0.00112259935503982	0.00116547643337257	0.00134406494945191	0.00112552145384437	0.00241336015016781	0.00213099216100567	0.00194413540507627	0.00209530079722754	0.00209651906688824	0.00235028166061124
CCL23-CCR8	7.18444027750322e-05	6.7057823283359e-05	0	4.68523422054351e-05	6.54499579878594e-05	5.82235119646679e-05	3.31105685277519e-05	0.000637364349728181	0.000644370081699693	0	0.000426203403771277	0.00059145079157672	0.000451469635243053	0.000201199785491293	0.00185076847074141	0.00174449641978662	0	0.00120613344840039	0.001654502126691	0.00138262866994431	0.000737206245670891	0.000516702557060472	0.000453823342697449	0	0.000334685239473013	0.000439311530654816	0.000401311845937735	0.000244405444851762	0.000264350465916416	0.000240115666628604	0	0.000177648132192349	0.000228846795382161	0.000198333187933171	9.37551215734307e-05	0.00102171651687787	0.000937666796695647	0	0.000684821193816628	0.000901690952244297	0.000803825145032456	0.000429270526090092	0.000135820792415185	0.000129313813199752	0	9.10072592575254e-05	0.000123312890441687	0.000105946370600501	5.49996470688298e-05
FGF21-KDR	0	0	0	0	0	0	0	0.000117112867214698	0.000682983879960703	0	0	0.000441974199640222	0	1.83262792956883e-05	0	0	0	0	0	0	0	0.000388796066953865	0.00196981900148115	0	0	0.00134435915655305	0	9.11637268101773e-05	0	0	0	0	0	0	0	0.000459275124608832	0.00243136010969207	0	0	0.00164839647213282	0	9.56540850861214e-05	0.000244868853349834	0.00134483946724991	0	0	0.000904143199909319	0	4.91538038682196e-05
EFNA3-FGFR1	0.000204661760618097	0.00107570348376933	7.85264575987597e-05	0.000148898775147167	0.000734095195960604	0.000145014856586198	4.63178859612501e-05	7.45258282149262e-05	0.000424281179074242	2.21160585384336e-05	5.55970832999629e-05	0.000272293267461253	4.61549114040103e-05	1.15527368422147e-05	0.000155201108241314	0.000823781746306954	5.30710608172318e-05	0.000112837677550332	0.000546272450022917	0.000101372140396394	3.03577832599482e-05	0.000296540166006332	0.00146665883296501	0.000112918128757853	0.000214286852771709	0.000992692546168911	0.00020137021212668	6.88798379543456e-05	6.47736392110285e-05	0.000331312690290907	2.10043943745178e-05	4.85618155461227e-05	0.000220781304944814	4.24897272162447e-05	1.12811024513608e-05	0.000103286170583487	0.000533776753172404	3.73382794717688e-05	7.72333736534182e-05	0.000358896081469305	7.10466625988887e-05	2.13098874866804e-05	0.000111643545888935	0.000598565437678742	3.93816259033962e-05	8.34563619265698e-05	0.00039909389310286	7.61419119507622e-05	2.22006448119774e-05
WNT6-FZD7	0.000777574055614747	0.000440245512481216	0	0.0012095145644045	0.000192817238295785	0.000279964611485785	0.000277455116540096	0	0	0	0	0	0	0	0.000628232557570824	0.00035919897844461	0	0.000976550443638539	0.000152870378336548	0.000208511409079946	0.000193746841216817	0.00063842125058665	0.000340134133820641	0	0.000986357283812312	0.000147749829925795	0.000220294990337405	0.000233805583413406	0.000323761811290956	0.000178386794305328	0	0.000518963912984314	7.62918312655235e-05	0.00010791873633755	8.89032872768123e-05	0.00287987849468593	0.00160320460433286	0	0.00460417599284194	0.000691813648815805	0.00100661003597814	0.000936811252800179	0.000339487652789498	0.000196064653033611	0	0.000542581188001383	8.38984359651131e-05	0.000117652111321597	0.000106437558444409
